id,codigo_barras,nombre,laboratorio,marca,principio_activo,requiere_receta,es_generico,categoria,subcategoria,precio_bs,ventas,stock,imagen_url,fecha_extraccion
200700052,7702870999370,Allerzitina Tabletas Fresa x 10 Tabletas,LAFRANCOL C.H.C,Abbott,,False,False,Tratamiento de la gripa,,27500.0,510,91,https://lh3.googleusercontent.com/-Tn7L2hogS3b_c642wVNsI5JiMn0QdIC4cTgfE7jiWPTYxN5zdcMET_ijJBF9vm2Yi2VN3lePEcENgiJx-Z1CSCSK54gfjLfsDQ4ARf7eMT8EDk5wA,2026-01-20T02:43:10.499514
1034029,7702123008606,Clarigrip Tabletas ,BAYER HEALTHCAR,Bayer,,False,False,Tratamiento de la gripa,Resfriado y gripa,108950.0,257.0,77,https://lh3.googleusercontent.com/RLsIJIq2u17PP9-tDuG8EylIN4GQ4Mdw9e7Cu5I6q5x1crF-rwoAulLItBGVLtXmIFrvzzLkViBb1ZTmZVmg6nClnJHu1heRa0nv5cDbzAXL5TTs,2026-01-20T02:43:10.499531
1001722,7896006202516,Primosiston Tabletas Caja X30Tab. Bayer Noretisterona Etinilestradiol ,ADIUM SAS,Bayer,,false,False,Salud y medicamentos,Droguería,28950,216.0,159,https://product-images.farmatodo.com/8bbHyjNJ2c3F5zg5v5uAD-CwvAgG3D8n7ABfD44xVIKJkmWWIGn6JKGmq1NTFcovD_JKv9zxnosJQ3_po33EfJrbMUSoi8LAO7DKIXp3PrB-BwY,2026-01-20T02:43:10.499552
1001149,7861073911302,Zaldiar Tabletas Caja ,GRUNENTHAL,Grünenthal,,False,False,Salud y medicamentos,,63950.0,133,20,https://lh3.googleusercontent.com/6rtUPcWH2QqXkKbiiwFHck84eHJvllBrmItjEdQIjjxx7YPRNcxOhlmZOY8syowZVzulh-YBdiq_Ou8xWP_RY8b5zzjYPEkqZHA,2026-01-20T02:43:10.499570
1003538,7707056202022,Vitacerebrina Tabletas ,FINLAY SAS,,,False,False,Vitaminas y productos naturales,,65150.0,121,36,https://lh3.googleusercontent.com/zr1q_WdErcRlwY5iykHr0d3QRR5Sv5gCrvfCcEu9-ADOBrpnhBueqFXbzN5XDqVyMF-LUvA3ZEbGMzO4hYFTyTblzNz5OXYV4_Y,2026-01-20T02:43:10.499588
1039412,7707336721816,VERTIGOHEEL TABLETAS ,HEEL COLOMBIA,Heel,,true,False,,,107800.0,65,61,https://lh3.googleusercontent.com/cWLAFKUFbz23wl4udUvZXIdYlZF81Oc7uIVPrWuJRlQyZciShOOJO7AzoMBtzMWroByZAy0gS8PmRDtGjmpC0_Z3HmhO104JSoz7,2026-01-20T02:43:10.499628
1037759,7703889155375,Duopas Cápsulas Caja X10Cap.,CHALVER COLOMBI,Chalver,,false,False,Alivio del dolor,Dolor abdominal y cólico,36500,54.0,149,https://lh3.googleusercontent.com/ynSUKkNyayCI_dYuQIBQdPdbKb2aGy50MtkjrJ9zgIsT-hpQXysA066BrD9Dw0OK6GEPR_l1-nhdoeeofRHdDfKRQRhE0As69O8,2026-01-20T02:43:10.499646
1023183,7707232092492,Colicort Cápsulas Caja,NATURAL FRESHLY,Colicort,,false,False,Alivio del dolor,Dolor abdominal y cólico,10900,15.0,117,https://lh3.googleusercontent.com/OHGGtpfpSYCabEfUzaG23OD6DHD8Q8uU2sDMKKRTF9l-QMk4hT0oD5-F5ekOdhsUV36O0N5sw_Y4-jZQI3jR4c2W50z2Fd6YXnhe,2026-01-20T02:43:10.499743
1039409,7707336721588,Spascupreel Tabletas Caja,HEEL COLOMBIA,Heel,,false,False,Salud y medicamentos,Droguería,44900,14.0,128,https://lh3.googleusercontent.com/H2aHjQvzaeEkOirxCobihlZS-1GQRyy-73Qeld1Ny9X6W4_S7jdQ_8yGmaCOGrvkblxGJqQ1ffR3Lu2jmouzQTj1Re9C6KMaQUY,2026-01-20T02:43:10.499762
1023720,8436024610802,Venosmil Cápsulas 200mg,FAES FARMA,Faes Farma,Venosmil Cápsulas,false,False,Salud y medicamentos,Droguería,60900,7.0,56,https://lh3.googleusercontent.com/DnjY5pgPuuf9ia4oRBaHbZ1NO2S_zLlt2n0TFs02d_qVHL04P3KX6S5Nv6L9X7uA0yfTv4uTChDHZHcdiwNQXBszeEvSxibL7zU,2026-01-20T02:43:10.499783
1028040,7707336720864,Heepel Tabletas Caja X50Tab.,HEEL COLOMBIA,Heel,,true,False,Salud y medicamentos,Droguería,49500,5.0,65,https://lh3.googleusercontent.com/tuQ6niVr8A-rcxd_RqGM-PKWuulOYC30UxBw11Bddz666IDJhNIpDVd0RtJL2pcxKUOP5XDmQkJNHKtPtKCXVv97Iy_k7XMYJA,2026-01-20T02:43:10.499801
1054511,7707336721489,//RHEUMAHEEL TABLETAS X ,HEEL COLOMBIA,Heel,,true,False,,,55700.0,1,4,https://lh3.googleusercontent.com/srswaFr9mq5dWkSsu_vFLZCu6_fqvTHdYLMKrGW3zH9Fk6YYIlUsSIl66un9x42MhuE0QQNgBFcaAA3Vh1TvBGIQgUYE_HNbJvA,2026-01-20T02:43:10.499818
1054510,7707336720567,//DUODENOHEEL TABLETAS X ,HEEL COLOMBIA,Heel,,true,False,,,55400.0,1,11,https://lh3.googleusercontent.com/1kxiRe-C6SCEaZG6m6_dLitkvHlb-dhAogakMdTf0_PLl0vZanW7S69eJy8x9nSF6zxUBChpBZn0g_w6B7_jU_uLLyaemkU66sQ,2026-01-20T02:43:10.499834
500004493,7805750000000,BAYTRIL TABLETA 150 MG 10Tab Elanco  x 10,PAWSPLACE,Elanco,Baytril Tableta,false,False,Perros,Medicina perros,77086,0,3,https://www.agrocampo.com.co/media/catalog/product/cache/dd0974c17aa11c1008feb0c4f8e4080c/5/0/5050050055005010004-v1-min.jpg,2026-01-20T02:43:10.499879
500003785,5022451991053,"THYRO-TABS 0,7 MG 120 TABLETA THYRO-TABS  x 120",PAWSPLACE,THYRO-TABS,,false,False,Perros,Medicina perros,123300,0,2,https://product-images.farmatodo.com/d_OdN0IAtnsRgW_LkaKGl3lL3YbVMeqQIGrs5QsG9G485AhBnBPY7r5L2cnUw6v0ywZuPoppmdDUWsIsH6nQ52ly_ErpkCjqW4PCK419yPf40AST,2026-01-20T02:43:10.499898
500003784,5022451991046,"THYRO-TABS 0,6 MG 120 TABLETA THYRO-TABS  x 120",PAWSPLACE,THYRO-TABS,,false,False,Perros,Medicina perros,111500,0,40,https://product-images.farmatodo.com/DRqXas_YV4lZSP6e8s-du8gZ4DKCnGHPspGDWZN80mCjs8UqXjQu0FnAwhjRkpALr8ipGLw9z5LoafrEy1IAb83V9Vx4hvbjZVogIIgKIrffcOQp,2026-01-20T02:43:10.499915
500003783,5022451991039,"THYRO-TABS 0,5 MG 120 TABLETA THYRO-TABS  x 120",PAWSPLACE,THYRO-TABS,,false,False,Perros,Medicina perros,99700,0,0,https://product-images.farmatodo.com/Z6g0hbxOAs4FPbYcZ_600wj5cGZHHJrfvCSzUGB0l05eCyTttuWpazAOYLrjd2rv7TftE1uMnBPHFnwX6ps5AhytPbjRV5_FYPPlt9CnVsbTEvw,2026-01-20T02:43:10.499932
500003782,5022451991022,"THYRO-TABS 0,4 MG 120 TABLETA THYRO-TABS Frasco x 120",PAWSPLACE,THYRO-TABS,,false,False,Perros,Medicina perros,85300,0,28,https://lh3.googleusercontent.com/Advp08XLFRKfV_8au1e7aCGO1O7GJgMzB-oLJ4SQWoJwejTdBekq6BMeR1sKaxE0WrRm1nAx3gyXMDD1IuCYnPWW0io-pZYPcFotIMY6pic8YdbQiA,2026-01-20T02:43:10.499950
500003781,5022451991015,"THYRO-TABS 0,3 MG 120 TABLETA THYRO-TABS  x 120",PAWSPLACE,THYRO-TABS,,false,False,Perros,Medicina perros,77200,0,8,https://product-images.farmatodo.com/oLtRDqGPf0R-Nw2RcPtCN8DAcQp8EFNtGFHrL7AP-_is43UeY1_NiMh8mRuGAyU5Amqm7IzbcxSAbe1JF4A1BOZOLVh3h3XuHsl4Z-NrOwV0haY,2026-01-20T02:43:10.499967
500003780,5022451991008,"THYRO-TABS 0,2 MG 120 TABLETA THYRO-TABS  x 120",PAWSPLACE,THYRO-TABS,,false,False,Perros,Medicina perros,69600,0,46,https://product-images.farmatodo.com/y8-3sVMmYXFdODUCHfJqurdGi6UW8EOKyZkQ8pmk7lPY8gKxJxiJFusdOfKBAb3DRsGa03dJRCxanc3F5p-sJFTWDVWnXcPrmyczqYxTY8RicyA,2026-01-20T02:43:10.499984
500003016,7805750402523nHj,BAYTRIL TABLETA 150 MG 10Tab Elanco  x 10,PAWSPLACE,Elanco,Baytril Tableta,false,False,Perros,Medicina perros,77086.0,0.0,1,https://www.agrocampo.com.co/media/catalog/product/cache/dd0974c17aa11c1008feb0c4f8e4080c/5/0/5050050055005010004-v1-min.jpg,2026-01-20T02:43:10.500002
500003015,7805750402516YUd,BAYTRIL TABLETA 50 MG 10Tab Elanco  x 10,PAWSPLACE,Elanco,Baytril Tableta,false,False,Perros,Medicina perros,37625.0,0.0,1,https://www.agrocampo.com.co/media/catalog/product/cache/dd0974c17aa11c1008feb0c4f8e4080c/5/0/5050050055005010007-min.jpg,2026-01-20T02:43:10.500021
1015123,7702132004330,ADVIL MAX TABLETAS CAJA,HALEON OTC,Advil,,false,False,Alivio del dolor,Dolor fuerte,19550.0,1087,1050,https://lh3.googleusercontent.com/UFdywXJdu6p8-cZxl-kGs_EJ6soBM799_otmci5rTuS4HzQ4p7qn-ZueQkXkx8d7_sBzExzV02DlQGoS3qqQ9ixEqJErBBxY8Q,2026-01-20T02:43:10.500060
1018230,7707222420212,Doxiclat 100mg Tabletas ,PHARMADERM S.A.,Pharmaderm,Doxiclat,False,False,Salud y medicamentos,,52950.0,713,40,https://lh3.googleusercontent.com/o5t5Dmbbo0Q3s1g6aPo7oLdsPHQzOKhhSqjbAGmkTw7UxeWjWhX2FqJg-S6XIrscV5qugQ8uXOSyEPfOu6vVw_p0TQOVIYCouh0,2026-01-20T02:43:10.500077
1000322,7702418000872,Concor 5Mg Tabletas Caja x30Tab. Merck Bisoprolol Fumarato            ,MERCK FARMA,Merck,Concor,false,False,Salud y medicamentos,Droguería,23650,709.0,35,https://product-images.farmatodo.com/_TrdZXNs-6hb08O7Amlg01y5s6aeVCoRzISZFKKvhWD567ZyY7NJdmKGtWGJiyDRWkWw6BCBeGhyTPb80g8reo9f1-LveOF53SsBOMfZwszXeUDnug,2026-01-20T02:43:10.500097
1001819,7501298224251,Eutirox 100mcg Tabletas ,MERCK FARMA,Merck,Eutirox,False,False,Salud y medicamentos,,62300.0,649,38,https://lh3.googleusercontent.com/UxIk0bFPVZkFEkKzg1N-9M7Tn5JvEaZX6G46MfuQh1sWSmPBygqAXLHrDuD5Dv2ijX5v93gMZlD-P_nPeog_TaN9J6-g76dpJ-diPK2g3SO1GnXk,2026-01-20T02:43:10.500113
1018362,7703153016234,Isoface 20Mg Cápsulas Caja x30Cap. Procaps Isotretinoína              ,PROCAPS FARMA,Procaps,Isoface,false,False,,Droguería,200450,633.0,67,https://lh3.googleusercontent.com/FmfkiDM17WPtm8H7MxaxKdxxhFMPgPnsVwi3C57KSx_mR-Ed8p1xKjbO_Wa2Qp3kRzN_94DoTRLek9Kth0pbVgmVvvJ0hyWtheTP1wRI16YnvCK9,2026-01-20T02:43:10.500136
1028243,1028243,//CALMIDOL COMPUESTO CÁPSULAS CAJA X6CAP. IBUPROFENO CAFEÍNA     ,EUROFARMA OTC,Sanofi,Ibuprofeno,,False,Alivio del dolor,Dolor abdominal y cólico,12550,611.0,29,https://product-images.farmatodo.com/FTaj_qjrw7v8QrI3sNJQ1ReYp66-6A5FY7mXunwZNeFsMMU13Yfi5AZIEgGncaT71Bx7RXp7O8gBExl-ZmvhFHCwviyNCZq8JiDESg2gWMiUzemP,2026-01-20T02:43:10.500149
1042760,7703153025618,Yael G-Tabs 2mg/0.03mg Caja x 21 Tabletas,PROCAPS FARMA,Procaps,,false,False,Salud y medicamentos,Droguería,16400.0,586.0,44,https://lh3.googleusercontent.com/t-bGI6HCOkocoD_A95kfNh-4ny-RoKGrI1NmkKvWf5yekVmdFgh_okom6BI4FOtHac0lacOmAQObZTvOdArjGcXRl5_Od38oag,2026-01-20T02:43:10.500184
1049896,7703454122993,Stamyl Forte Tabletas Caja x20Tab. Farma Pancreatina Simeticona       ,FARMA DE COLOMB,Stamyl,,,False,Salud digestiva,Digestivos,89500,570.0,47,https://product-images.farmatodo.com/1jVFiatoKZIJqwv8OWOyP6dCl-vOHIRlmgJcen8kfoWrFgnx6u5_1Ny5LJyYaEPl6H5CaySFEAYBIstt4bOYUZGqC2qDaUpf4nJhbJ9V2nIAw4U,2026-01-20T02:43:10.500203
1052109,7702132011017,CENTRUM ADVANCE TABLETA ,HALEON OTC,,,False,False,Vitaminas y productos naturales,,25300.0,567.0,64,https://lh3.googleusercontent.com/sJL8_CwcgTd97xaoYya0dk-XKhfCTKDUh_HzDvY-UEKh5wqUo5yGedPXyru_Hh_ezI7D7b0PJqP2rLYU2Ke5B6N8VftoT6nOLA,2026-01-20T02:43:10.500221
1040743,7702123005490,Apronax 275mg Tabletas Caja x8Tab. BAYER Naproxeno Sódico             ,BAYER HEALTHCAR,Bayer,Naproxeno,,False,Alivio del dolor,Dolor general,18000.0,548.0,275,https://lh3.googleusercontent.com/vFzlAdwbceVI_vfJJDgNTZvGH4pE6AbholFOi0H2la9254H2LBNpR2y5bum-pHWDrWcZnhIbt8tKUf8_mJMYxPVpt3A00XVLTnxoOCfUqE7782X3,2026-01-20T02:43:10.500234
1001477,7896261006249,Diovan 80mg Tabletas ,SIEGFRIED FARMA,Novartis,Diovan,False,False,Salud y medicamentos,,21150.0,545,48,https://lh3.googleusercontent.com/sVzQ3zUfMMxhLkNT3OXrmkANfGyu8REVgoM0VHwd24oZquyMVgvVNai5F9kq02XhjjfvA6vGmaYm6Oao-dBhD8JE7N9XUJNpzLQh,2026-01-20T02:43:10.500251
1028042,7707336721731,Traumeel S Tabletas Caja ,HEEL COLOMBIA,Heel,,true,False,,,62950.0,543,291,https://lh3.googleusercontent.com/0nCall2p12ZhbO464WBlHqpHXInhYuzNqCbvlh3CNtL5q_hHVMhyt8I-PopGrrkQVNjgoWPFckEK8VZzNj3RPRvtEzK18RK9mw,2026-01-20T02:43:10.500274
1001178,7703258011240,Belara 2mg Tableta Caja ,GRUNENTHAL,Grünenthal,Belara,False,False,Salud y medicamentos,,26100.0,536,38,https://lh3.googleusercontent.com/OSLPiNJ3uwtJ_DkW6_g2tbvzUNClTmeosv51_CByXqhG1LPBhK7oaQAmqOn2_Hg4hChLv_wmGlKP-rx_rHMUNyYBemFHX5CegQ,2026-01-20T02:43:10.500294
1048775,7702057012663,Anexia 120Mg Tabletas Caja X7Tab. Tq Etoricoxib                       ,TECNOQUI ETICOS,Tecnoquímicas,Anexia,false,False,Salud y medicamentos,Droguería,70450.0,531.0,0,https://lh3.googleusercontent.com/IbqJ_FZ5uT9SFI8v9fCJlgnjr-saPp_cQDqLZpud0_amYMIlzZ_eTBk7GnIOFCvGiOr8u3YHBS-e6StTGrgl_5V-00QO8q7kTr1izFINCnQ98w39,2026-01-20T02:43:10.500314
1025676,7896261012257,Diovan 160mg Tabletas ,SIEGFRIED FARMA,Novartis,Diovan,False,False,Salud y medicamentos,,42250.0,466,52,https://lh3.googleusercontent.com/AgnFlPozmpjguhuRmaxqYHBzMmPkn4GsE1y2Kq15yvDYVlWufXVAHR9f4rYpt1Kc19NzVOnkBn5QcfcCmxrCcAVcPdnJI1-sKFo,2026-01-20T02:43:10.500330
1016780,7707222420090,Hiclina 100mg Cápsulas ,PHARMADERM S.A.,Pharmaderm,Hiclina,true,False,Salud y medicamentos,,29450.0,465,44,https://lh3.googleusercontent.com/VC9D0KkpBputU5B6WWBUDpfIE1Ed1MSDCsZAQQd_yLbrPSPczq0YGj2pSJi2xVcxSnq4rkBQ3OVw9T5uE03WHtjNNlG9HJy84hk,2026-01-20T02:43:10.500347
1034725,7704588003721,Tranexam 500Mg Tabletas Caja,ROPSOHN THERAPE,Ropsohn Therape,Tranexam,true,False,Salud y medicamentos,,30500,438.0,338,https://lh3.googleusercontent.com/N7hJvt_IyUAqx5komtbQSAdzzBunIRNPgix8CVBHhmiL3o5o9WciSv-LQ1zHxMCOI_6EC7MP4kj4BrLFttobAChdu4z3hE2fW9Q,2026-01-20T02:43:10.500363
1045594,7891010997830,NICORETTE 4mg tabletas caja x 30 tabletas masticable Johnson          ,JOHNSON&J OTC,Nicorette,Nicorette,,False,Salud y medicamentos,Droguería,108150,402.0,44,https://product-images.farmatodo.com/8ogXDK76BDZdy8d9kibuxh-14wPmA5ROUkhVmvnhuNw-fION12ewHJeMXWkugbeW19UVzuxQpm9dck7hNBexzzGmpJLUPXbWnp-YtGn6EOerkDqC,2026-01-20T02:43:10.500401
1001165,8021961012071,Zinnat 500mg Tabletas Caja X10tab Cefuroxima Novartis,FARMA DE COLOMB,Sandoz,Zinnat,true,False,Salud y medicamentos,,42950.0,395,1,https://lh3.googleusercontent.com/t5IRn5m4pIh7idWUBmpFan3-yutbDVYNg6qhjmZtl4XVxM0hXwa04bZhfS9p15Yw4HI14nG1tOWDVUxicmDNWooHqBSnBDx1xo8,2026-01-20T02:43:10.500419
1000622,7703454121996,Keflex 500mg Tabletas ,FARMA DE COLOMB,Keflex,Keflex,true,False,Salud y medicamentos,,198350.0,376,26,https://lh3.googleusercontent.com/J7heJKpixIUlX2f3rDfIconfwfkuNfT_ABBbn7_TowsRevAhgu506fKtIRTJQw9rHQ3XEH3bxTtUqhzmuoSGpQlmpTa6iOQNVRY,2026-01-20T02:43:10.500436
1016973,722776001103,Endulzante SPLENDA   Tabletas Sin Calorías x100Und,CONGRUPO OTC,,,False,False,Nutrición y vida saludable,Alimentos saludables,14550,351.0,89,https://lh3.googleusercontent.com/C2HNK5kMDFZbIyQ6QijD7ew2q2y-UGtWxdmJt6ADiHWAB6YcRbAYjGYXQapbzW31qRZc8csR1IsIKMJ8gw1k4D91Ud6SNRTeFRaKCRRBZh0PJK5i,2026-01-20T02:43:10.500456
1026557,7897337714167,Arcoxia 120Mg Tabletas Caja,ORGANON,MSD,Arcoxia,False,False,Salud y medicamentos,,66000,337.0,215,https://lh3.googleusercontent.com/Q-PJQbl8ftvbFiBQLota7G33fDpaUyK8TyPwep3ucmrDeQxFzXZf8Bgz9FAxLnk1czLMvh3LGY2anT9g4DdlCcsX-bc-6GC1d7k,2026-01-20T02:43:10.500473
1001048,7703145001255,Topamac 25mg Tabletas ,JANNSEN CILAG,Jannsen,Topamac,False,False,Salud y medicamentos,,11500.0,332,44,https://lh3.googleusercontent.com/5JuIVT8Ivo2FDQ0D3Z7AMvYkzM2VGGMqLfpA24bPgtV3yd56IN9t7U2n3oZKnZ0VDGl4UnpVEcUaR0bNpfixlcy6mD_PxrvlkA,2026-01-20T02:43:10.500489
1001843,7707172680056,Amoxal 500mg Cápsulas ,GLAXO FARMA,GSK,Amoxal,true,False,Salud y medicamentos,,65050.0,324,24,https://lh3.googleusercontent.com/7C-_MzgSn4g7BDvPEnI2uTVWm99vzrpVqrvsuzVTtlxypMGu9_O6aTnsSXI2FACM-VAhJDizMZ5hx8EOk6yGOiGgscIScBS-mF2t,2026-01-20T02:43:10.500506
1010674,7702057010027,Bladuril 200mg Tabletas Caja x10Tab. TQ Flavoxato HCI                 ,TECNOQUI ETICOS,Tecnoquímicas,Bladuril,false,False,,Droguería,105950.0,322.0,0,https://lh3.googleusercontent.com/fqI0RXFxPACZxWzkvgXRrkK-4N5U33qa1jSswdVbnipAj1Ph7fvdpMuJyK9zyvN95Tq1e6mXmsbuV8uwOQ60gfgKluTQD7tYbHWMkAcbZsxeG4M,2026-01-20T02:43:10.500526
1040821,7702132010959,ADVIL GRIPA TABLETAS CAJA,HALEON OTC,Advil,,false,False,Tratamiento de la gripa,Resfriado y gripa,13500.0,319,268,https://lh3.googleusercontent.com/IhXsdwdPg9SKvvuUJuAhT4lHQNNBPBBsMS4KfMffbweyxevbxDRdAYWcpKEZjk4tW6tCtmRvxoK1RYt4Dpqti2KuiIPg5T2Y4Yk,2026-01-20T02:43:10.500544
1002128,5010706009295,Lamictal 100mg Tabletas ,GLAXO FARMA,GSK,Lamictal,False,False,Salud y medicamentos,,46950.0,285,45,https://lh3.googleusercontent.com/9DNZwoQWgizrQnuPvly6Dw7AVbt5gx-6VY1XLHWVr6ftU22vu4QIYPklBiPg6-VIFE9Mi319g8Kci_lmzTNZpU9EP9zyBAkgr_Hg,2026-01-20T02:43:10.500561
1043838,7707355058832,TIROXÍN 62MCG TABLETAS CAJA X50TAB. SIEGFRIED LEVOTIROXINA SÓDICA     ,SIEGFRIED S.A,Siegfried,Levotiroxina,false,False,Salud y medicamentos,Droguería,38000,271.0,31,https://product-images.farmatodo.com/MlRW7G4ihSWc7jLQGXN4l7XSjjzb0Fm72QFh6EujBUXS2nCI-Wdy1txUvBDFpZOgtEwnaUpZnBPR_w-ZKd2HKCcXHYCQ_UER8TdrUnJIbennuBBGMg,2026-01-20T02:43:10.500580
1033549,7702132008444,ADVIL ULTRA Tabletas Caja,HALEON OTC,Advil,,false,False,Alivio del dolor,Dolor fuerte,12900.0,266,493,https://lh3.googleusercontent.com/KzCcW_4qB6e0kj5XMm5q7c3q46EylHA2eFDGNoBy8VIxlChRPOPD4qAiM6qWHa8lkh9TrihPqrZDvoC1DTHxZwAyHre4Zb1ovg,2026-01-20T02:43:10.500598
1014211,7703454820646,Celectan 500Mg Tabletas Caja x6Tab. Farma Nitazoxanida                ,FARMA DE COLOMB,Laboratorios Farma,Celectan,true,False,Salud y medicamentos,Droguería,101950.0,261.0,124,https://lh3.googleusercontent.com/sN7QQ8zoHjLw_Ksq69lLfajaqxLFFEiJt9phigQbD9l-kLwGFiHQXhveU8YW3UBm3BVyw1iH8Ju7z11XGqe6AAcBZL9PalFZz3M,2026-01-20T02:43:10.500618
1001841,7707172680346,Amoxal 500mg Cápsulas ,GLAXO FARMA,GSK,Amoxal,true,False,Salud y medicamentos,,120000.0,255,23,https://lh3.googleusercontent.com/ovevoyukHULKTAn7jJogkHZDZDxB-abjAVGHd9KFTXR78DET0W70rvSN5y1ct6z3Y6fMSLM9wllkFvxK22jLFCNlVemMOqM0Rw,2026-01-20T02:43:10.500652
1033470,7703153012410,Nytax 500mg Cápsulas ,PROCAPS FARMA,Procaps,Nytax,true,False,Salud y medicamentos,,85450.0,244,29,https://lh3.googleusercontent.com/C-_8LZxUjBYiG6dW98X5E5_jA91iQ6bx-0Yn6tm842XYr5OvB9cpjzqM6FrbAbdRRqt9vMs0cLk8ytE1-LRJNPKNTBNWIXw9yvBvLUOZIsaSKU4,2026-01-20T02:43:10.500679
1048058,7702057011284,Inmox 30Mg Cápsulas Caja X14Cap. Tq Duloxetina                        ,TECNOQUI ETICOS,Tecnoquímicas,Inmox,false,False,Salud y medicamentos,Droguería,16950.0,236.0,0,https://lh3.googleusercontent.com/gP5iiEgC3eewmXf1q5lipyBlck6l-Zql0kn4-PKwLl6a8J7qRbXTL1saLyLI7aU6Ewbn2STdtaMZ_CWAeZuylNxF6zGYe-aY-pPc-7CsD3OvvUSR,2026-01-20T02:43:10.500699
